Name,Dataset,xsec [pb],xsec unc [pb],Ntuple List,Pileup File,Nevents,SumW,SumW2,Neff,Luminosity [/fb],TLatexName
ZGTo2NuGTuneCP513TeVamcatnloFXFXpythia8,/ZGTo2NuG_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,30.22,0.05361,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_ntupleLists/ZGTo2NuGTuneCP513TeVamcatnloFXFXpythia8.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_pileup/ZGTo2NuGTuneCP513TeVamcatnloFXFXpythia8.root,2597726,153302374.50676333904266357422,22183651375.89442825317382812500,1059411.61944825947284698486,35.06,
ZGTo2NuGPtG130TuneCP513TeVamcatnloFXFXpythia8,/ZGTo2NuG_PtG-130_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,.2813,.0006584,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_ntupleLists//ZGTo2NuGPtG130TuneCP513TeVamcatnloFXFXpythia8.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_pileup/ZGTo2NuGPtG130TuneCP513TeVamcatnloFXFXpythia8.root,1210789,642823.73224692814983427525,1260461.60193392029032111168,327834.14433717395877465606,"1,165.43",Z(#rightarrow#nu#nu)+#gamma (p_{T}^{#gamma}>130 GeV)
ZJetsToNuNuHT100To20013TeVmadgraph,/ZJetsToNuNu_HT-100To200_13TeV-madgraph/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,304.5,0.0591,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_ntupleLists/ZJetsToNuNuHT100To20013TeVmadgraph.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_pileup/ZJetsToNuNuHT100To20013TeVmadgraph.root,22737266,22702468.00000000000000000000,22737266.00000000000000000000,22667723.25621840357780456543,74.44,Z(#rightarrow#nu#nu)+Jets 100 Gev < H_{T} < 200 GeV)
ZJetsToNuNuHT1200To250013TeVmadgraph,/ZJetsToNuNu_HT-1200To2500_13TeV-madgraph/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v1/MINIAODSIM,0.3427,0.0005653,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_ntupleLists/ZJetsToNuNuHT1200To250013TeVmadgraph.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_pileup/ZJetsToNuNuHT1200To250013TeVmadgraph.root,340873,336181.00000000000000000000,340873.00000000000000000000,331553.58377166860736906528,967.47,Z(#rightarrow#nu#nu)+Jets 1200 Gev < H_{T} < 2500 GeV)
ZJetsToNuNuHT200To40013TeVmadgraph,/ZJetsToNuNu_HT-200To400_13TeV-madgraph/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,91.81,0.01851,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_ntupleLists/ZJetsToNuNuHT200To40013TeVmadgraph.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_pileup/ZJetsToNuNuHT200To40013TeVmadgraph.root,21675916,21618510.00000000000000000000,21675916.00000000000000000000,21561256.03273697942495346069,234.85,Z(#rightarrow#nu#nu)+Jets 200 Gev < H_{T} < 400 GeV)
ZJetsToNuNuHT2500ToInf13TeVmadgraph,/ZJetsToNuNu_HT-2500ToInf_13TeV-madgraph/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,0.005146,0.00006232,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_ntupleLists/ZJetsToNuNuHT2500ToInf13TeVmadgraph.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_pileup/ZJetsToNuNuHT2500ToInf13TeVmadgraph.root,6734,6446.00000000000000000000,6734.00000000000000000000,6170.31719631719624885591,"1,199.05",Z(#rightarrow#nu#nu)+Jets 400 Gev < H_{T} < 600 GeV)
ZJetsToNuNuHT400To60013TeVmadgraph,/ZJetsToNuNu_HT-400To600_13TeV-madgraph/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,13.11,0.004108,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_ntupleLists/ZJetsToNuNuHT400To60013TeVmadgraph.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_pileup/ZJetsToNuNuHT400To60013TeVmadgraph.root,9134120,9094890.00000000000000000000,9134120.00000000000000000000,9055828.48836012743413448334,690.76,Z(#rightarrow#nu#nu)+Jets 2500 Gev < H_{T} < #infty GeV)
ZJetsToNuNuHT600To80013TeVmadgraph,/ZJetsToNuNu_HT-600To800_13TeV-madgraph/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v1/MINIAODSIM,3.258,0.001304,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_ntupleLists/ZJetsToNuNuHT600To80013TeVmadgraph.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_pileup/ZJetsToNuNuHT600To80013TeVmadgraph.root,5649241,5615921.00000000000000000000,5649241.00000000000000000000,5582797.52594038750976324081,"1,713.57",Z(#rightarrow#nu#nu)+Jets 600 Gev < H_{T} < 800 GeV)
ZJetsToNuNuHT800To120013TeVmadgraph,/ZJetsToNuNu_HT-800To1200_13TeV-madgraph/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,1.499,0.0009982,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_ntupleLists/ZJetsToNuNuHT800To120013TeVmadgraph.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_pileup/ZJetsToNuNuHT800To120013TeVmadgraph.root,2058077,2041779.00000000000000000000,2058077.00000000000000000000,2025610.06456075259484350681,"1,351.31",Z(#rightarrow#nu#nu)+Jets 800 Gev < H_{T} < 1200 GeV)
ZLLGJetsMonoPhotonPtG130TuneCP513TeVmadgraphpythia8,/ZLLGJets_MonoPhoton_PtG-130_TuneCP5_13TeV-madgraph-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,0.1473,0.0001605,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_ntupleLists/ZLLGJetsMonoPhotonPtG130TuneCP513TeVmadgraphpythia8.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_pileup/ZLLGJetsMonoPhotonPtG130TuneCP513TeVmadgraphpythia.root,585440,584033.3414,585130.9017,582937.8397,"3,957.49",Z(#rightarrowl#bar{l})+#gamma (p_{T}^{#gamma}>130 GeV)
ZNuNuGJetsMonoPhotonPtG40to130TuneCP513TeVmadgraphpythia8,/ZNuNuGJets_MonoPhoton_PtG-40to130_TuneCP5_13TeV-madgraph-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,3.011,0.001062,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_ntupleLists/ZNuNuGJetsMonoPhotonPtG40to130TuneCP513TeVmadgraphpythia8.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_pileup/ZNuNuGJetsMonoPhotonPtG40to130TuneCP513TeVmadgraphpythia8.root,4603748,4599392.00000000000000000000,4603748.00000000000000000000,4595040.12158441357314586639,"1,526.08",
ZNuNuGJetsMonoPhotonPtG130TuneCP513TeVmadgraph,/ZNuNuGJets_MonoPhoton_PtG-130_TuneCP5_13TeV-madgraph/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,.2038,.00007422,/hdfs/cms/user/wadud/anTGC/analysis_data/ntuples_CMSSW_10_6_18//ZNuNuGJetsMonoPhotonPtG130TuneCP513TeVmadgraph.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_pileup/ZNuNuGJetsMonoPhotonPtG130TuneCP513TeVmadgraph.root,5127446,5110900.00000000000000000000,5127446.00000000000000000000,5094407.39307639747858047485,"24,997.09",Z(#rightarrow#nu#nu)+#gamma (p_{T}^{#gamma}>130 GeV)
ZNuNuGJetsMonoPhotonPtG130TuneCP513TeVmadgraphpythia8,/ZNuNuGJets_MonoPhoton_PtG-130_TuneCP5_13TeV-madgraph-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,0.192,0.0000718,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_ntupleLists//ZNuNuGJetsMonoPhotonPtG130TuneCP513TeVmadgraphpythia8.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_pileup/ZNuNuGJetsMonoPhotonPtG130TuneCP513TeVmadgraphpythia8.root,4924454,4908052,4924454,4891704.631,"25,477.63",Z(#rightarrow#nu#nu)+#gamma (p_{T}^{#gamma}>130 GeV)
ZZTuneCP513TeVpythia8,/ZZ_TuneCP5_13TeV-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v2/MINIAODSIM,12.14,.004468,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_ntupleLists//ZZTuneCP513TeVpythia8.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_pileup/ZZTuneCP513TeVpythia8.root,1925931,1925931.00000000000000000000,1925931.00000000000000000000,1925931.00000000000000000000,158.64,ZZ
SinglePhotonRun2017B31Mar2018v1MINIAOD,/SinglePhoton/Run2017B-31Mar2018-v1/MINIAOD,-1.,-1.,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_ntupleLists//SinglePhotonRun2017B31Mar2018v1MINIAOD.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_pileup/pileup_2017_data.root,15950935,-1.,-1.,14879536.,4.822568176,SinglePhoton 2017B
SinglePhotonRun2017C31Mar2018v1MINIAOD,/SinglePhoton/Run2017C-31Mar2018-v1/MINIAOD,-1.,-1.,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_ntupleLists//SinglePhotonRun2017C31Mar2018v1MINIAOD.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_pileup/pileup_2017_data.root,42182948,-1.,-1.,36996325.,9.663895281,SinglePhoton 2017C
SinglePhotonRun2017D31Mar2018v1MINIAOD,/SinglePhoton/Run2017D-31Mar2018-v1/MINIAOD,-1.,-1.,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_ntupleLists//SinglePhotonRun2017D31Mar2018v1MINIAOD.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_pileup/pileup_2017_data.root,9753462,-1.,-1.,9491559.,4.251767286,SinglePhoton 2017D
SinglePhotonRun2017E31Mar2018v1MINIAOD,/SinglePhoton/Run2017E-31Mar2018-v1/MINIAOD,-1.,-1.,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_ntupleLists//SinglePhotonRun2017E31Mar2018v1MINIAOD.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_pileup/pileup_2017_data.root,18024327,-1.,-1.,18024327.,9.277502962,SinglePhoton 2017E
SinglePhotonRun2017F09May2018v1MINIAOD,/SinglePhoton/Run2017F-09May2018-v1/MINIAOD,-1.,-1.,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_ntupleLists//SinglePhotonRun2017F09May2018v1MINIAOD.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/METv5_pileup/pileup_2017_data.root,28976877,-1.,-1.,28976877.,13.54006203,SinglePhoton 2017F
