SampleName,Dataset,xsec [pb],xsec unc [pb],Ntuple List,Pileup File,Nevents,SumW,SumW2,Neff,Luminosity [/fb],TLatexName,,,
ZnunugammaaTGCZggh30p0h4m2p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh30p0h4m2p0em7Ptg130to6002jetsMadgraphV1,0.2018,0.000699,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh30p0h4m2p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh30p0h4m2p0em7Ptg130to6002jetsMadgraphV1.root,56010,56010,56010,56010,277.5520317,,,TRUE,TRUE
ZnunugammaaTGCZggh30p0h4m2p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh30p0h4m2p0em7Ptg6002jetsMadgraphV1,0.0007412,0.000006198,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh30p0h4m2p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh30p0h4m2p0em7Ptg6002jetsMadgraphV1.root,10347,10347,10347,10347,13959.79493,,,TRUE,TRUE
ZnunugammaaTGCZggh30p0h4m4p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh30p0h4m4p0em7Ptg130to6002jetsMadgraphV1,0.202,0.000679,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh30p0h4m4p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh30p0h4m4p0em7Ptg130to6002jetsMadgraphV1.root,61180,61180,61180,61180,302.8712871,,,TRUE,TRUE
ZnunugammaaTGCZggh30p0h4m4p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh30p0h4m4p0em7Ptg6002jetsMadgraphV1,0.0007403,0.000006121,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh30p0h4m4p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh30p0h4m4p0em7Ptg6002jetsMadgraphV1.root,10804,10804,10804,10804,14594.08348,,,TRUE,TRUE
ZnunugammaaTGCZggh30p0h4m5p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh30p0h4m5p0em7Ptg130to6002jetsMadgraphV1,0.202,0.0006448,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh30p0h4m5p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh30p0h4m5p0em7Ptg130to6002jetsMadgraphV1.root,68016,68016,68016,68016,336.7128713,,,TRUE,TRUE
ZnunugammaaTGCZggh30p0h4m5p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh30p0h4m5p0em7Ptg6002jetsMadgraphV1,0.0007367,0.000006172,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh30p0h4m5p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh30p0h4m5p0em7Ptg6002jetsMadgraphV1.root,10791,10791,10791,10791,14647.7535,,,TRUE,TRUE
ZnunugammaaTGCZggh32p0em4h40p0Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh32p0em4h40p0Ptg130to6002jetsMadgraphV1,0.2024,0.0006575,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h40p0Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h40p0Ptg130to6002jetsMadgraphV1.root,65157,65157,65157,65157,321.9219368,,,TRUE,TRUE
ZnunugammaaTGCZggh32p0em4h40p0Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh32p0em4h40p0Ptg6002jetsMadgraphV1,0.0007516,0.000006299,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h40p0Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h40p0Ptg6002jetsMadgraphV1.root,10469,10469,10469,10469,13928.95157,,,TRUE,TRUE
ZnunugammaaTGCZggh32p0em4h42p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh32p0em4h42p0em7Ptg130to6002jetsMadgraphV1,0.2022,0.0006528,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h42p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h42p0em7Ptg130to6002jetsMadgraphV1.root,66480,66480,66480,66480,328.7833828,,,TRUE,TRUE
ZnunugammaaTGCZggh32p0em4h42p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh32p0em4h42p0em7Ptg6002jetsMadgraphV1,0.0007346,0.000006023,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h42p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h42p0em7Ptg6002jetsMadgraphV1.root,11285,11285,11285,11285,15362.10182,,,TRUE,TRUE
ZnunugammaaTGCZggh32p0em4h44p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh32p0em4h44p0em7Ptg130to6002jetsMadgraphV1,0.202,0.0006551,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h44p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h44p0em7Ptg130to6002jetsMadgraphV1.root,65885,65885,65885,65885,326.1633663,,,TRUE,TRUE
ZnunugammaaTGCZggh32p0em4h44p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh32p0em4h44p0em7Ptg6002jetsMadgraphV1,0.0007509,0.000006076,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h44p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h44p0em7Ptg6002jetsMadgraphV1.root,11507,11507,11507,11507,15324.27753,,,TRUE,TRUE
ZnunugammaaTGCZggh32p0em4h45p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh32p0em4h45p0em7Ptg130to6002jetsMadgraphV1,0.2033,0.000655,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h45p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h45p0em7Ptg130to6002jetsMadgraphV1.root,66745,66745,66745,66745,328.3079193,,,TRUE,TRUE
ZnunugammaaTGCZggh32p0em4h45p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh32p0em4h45p0em7Ptg6002jetsMadgraphV1,0.0007547,0.000006149,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h45p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h45p0em7Ptg6002jetsMadgraphV1.root,11065,11065,11065,11065,14661.45488,,,TRUE,TRUE
ZnunugammaaTGCZggh32p0em4h4m2p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh32p0em4h4m2p0em7Ptg130to6002jetsMadgraphV1,0.2024,0.0006486,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h4m2p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h4m2p0em7Ptg130to6002jetsMadgraphV1.root,67434,67434,67434,67434,333.1719368,,,TRUE,TRUE
ZnunugammaaTGCZggh32p0em4h4m2p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh32p0em4h4m2p0em7Ptg6002jetsMadgraphV1,0.0007411,0.00000605,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h4m2p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h4m2p0em7Ptg6002jetsMadgraphV1.root,11353,11353,11353,11353,15319.12023,,,TRUE,TRUE
ZnunugammaaTGCZggh32p0em4h4m4p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh32p0em4h4m4p0em7Ptg130to6002jetsMadgraphV1,0.2018,0.0006552,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h4m4p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h4m4p0em7Ptg130to6002jetsMadgraphV1.root,65610,65610,65610,65610,325.123885,,,TRUE,TRUE
ZnunugammaaTGCZggh32p0em4h4m4p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh32p0em4h4m4p0em7Ptg6002jetsMadgraphV1,0.0007502,0.000006214,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h4m4p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h4m4p0em7Ptg6002jetsMadgraphV1.root,10977,10977,10977,10977,14632.09811,,,TRUE,TRUE
ZnunugammaaTGCZggh32p0em4h4m5p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh32p0em4h4m5p0em7Ptg130to6002jetsMadgraphV1,0.2026,0.000666,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h4m5p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h4m5p0em7Ptg130to6002jetsMadgraphV1.root,64529,64529,64529,64529,318.5044423,,,TRUE,TRUE
ZnunugammaaTGCZggh32p0em4h4m5p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh32p0em4h4m5p0em7Ptg6002jetsMadgraphV1,0.0007452,0.000006128,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h4m5p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh32p0em4h4m5p0em7Ptg6002jetsMadgraphV1.root,10915,10915,10915,10915,14647.07461,,,TRUE,TRUE
ZnunugammaaTGCZggh33p5em4h40p0Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh33p5em4h40p0Ptg130to6002jetsMadgraphV1,0.2021,0.0006537,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h40p0Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h40p0Ptg130to6002jetsMadgraphV1.root,66378,66378,66378,66378,328.4413657,,,TRUE,TRUE
ZnunugammaaTGCZggh33p5em4h40p0Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh33p5em4h40p0Ptg6002jetsMadgraphV1,0.0007373,0.000006101,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h40p0Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h40p0Ptg6002jetsMadgraphV1.root,10810,10810,10810,10810,14661.60315,,,TRUE,TRUE
ZnunugammaaTGCZggh33p5em4h42p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh33p5em4h42p0em7Ptg130to6002jetsMadgraphV1,0.2022,0.0006455,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h42p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h42p0em7Ptg130to6002jetsMadgraphV1.root,67804,67804,67804,67804,335.3313551,,,TRUE,TRUE
ZnunugammaaTGCZggh33p5em4h42p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh33p5em4h42p0em7Ptg6002jetsMadgraphV1,0.0007512,0.000006073,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h42p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h42p0em7Ptg6002jetsMadgraphV1.root,11516,11516,11516,11516,15330.13845,,,TRUE,TRUE
ZnunugammaaTGCZggh33p5em4h44p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh33p5em4h44p0em7Ptg130to6002jetsMadgraphV1,0.2039,0.0006527,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h44p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h44p0em7Ptg130to6002jetsMadgraphV1.root,67575,67575,67575,67575,331.4124571,,,TRUE,TRUE
ZnunugammaaTGCZggh33p5em4h44p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh33p5em4h44p0em7Ptg6002jetsMadgraphV1,0.0007463,0.000006357,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h44p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h44p0em7Ptg6002jetsMadgraphV1.root,10398,10398,10398,10398,13932.73483,,,TRUE,TRUE
ZnunugammaaTGCZggh33p5em4h45p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh33p5em4h45p0em7Ptg130to6002jetsMadgraphV1,0.2013,0.0006486,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h45p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h45p0em7Ptg130to6002jetsMadgraphV1.root,67331,67331,67331,67331,334.4808743,,,TRUE,TRUE
ZnunugammaaTGCZggh33p5em4h45p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh33p5em4h45p0em7Ptg6002jetsMadgraphV1,0.0007469,0.000006053,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h45p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h45p0em7Ptg6002jetsMadgraphV1.root,11474,11474,11474,11474,15362.16361,,,TRUE,TRUE
ZnunugammaaTGCZggh33p5em4h4m2p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh33p5em4h4m2p0em7Ptg130to6002jetsMadgraphV1,0.2033,0.0006524,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h4m2p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h4m2p0em7Ptg130to6002jetsMadgraphV1.root,67375,67375,67375,67375,331.406788,,,TRUE,TRUE
ZnunugammaaTGCZggh33p5em4h4m2p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh33p5em4h4m2p0em7Ptg6002jetsMadgraphV1,0.000751,0.000006221,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h4m2p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h4m2p0em7Ptg6002jetsMadgraphV1.root,10982,10982,10982,10982,14623.16911,,,TRUE,TRUE
ZnunugammaaTGCZggh33p5em4h4m4p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh33p5em4h4m4p0em7Ptg130to6002jetsMadgraphV1,0.2022,0.0006577,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h4m4p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h4m4p0em7Ptg130to6002jetsMadgraphV1.root,65702,65702,65702,65702,324.9357072,,,TRUE,TRUE
ZnunugammaaTGCZggh33p5em4h4m4p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh33p5em4h4m4p0em7Ptg6002jetsMadgraphV1,0.0007434,0.000006192,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h4m4p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h4m4p0em7Ptg6002jetsMadgraphV1.root,10889,10889,10889,10889,14647.56524,,,TRUE,TRUE
ZnunugammaaTGCZggh33p5em4h4m5p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh33p5em4h4m5p0em7Ptg130to6002jetsMadgraphV1,0.2023,0.0006465,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h4m5p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h4m5p0em7Ptg130to6002jetsMadgraphV1.root,68331,68331,68331,68331,337.7706377,,,TRUE,TRUE
ZnunugammaaTGCZggh33p5em4h4m5p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh33p5em4h4m5p0em7Ptg6002jetsMadgraphV1,0.0007505,0.000006221,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h4m5p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh33p5em4h4m5p0em7Ptg6002jetsMadgraphV1.root,10964,10964,10964,10964,14608.92738,,,TRUE,TRUE
ZnunugammaaTGCZggh34p0em4h40p0Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh34p0em4h40p0Ptg130to6002jetsMadgraphV1,0.2014,0.0006484,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h40p0Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h40p0Ptg130to6002jetsMadgraphV1.root,67411,67411,67411,67411,334.7120159,,,TRUE,TRUE
ZnunugammaaTGCZggh34p0em4h40p0Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh34p0em4h40p0Ptg6002jetsMadgraphV1,0.000744,0.000006197,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h40p0Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h40p0Ptg6002jetsMadgraphV1.root,10885,10885,10885,10885,14630.37634,,,TRUE,TRUE
ZnunugammaaTGCZggh34p0em4h42p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh34p0em4h42p0em7Ptg130to6002jetsMadgraphV1,0.2025,0.0006526,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h42p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h42p0em7Ptg130to6002jetsMadgraphV1.root,67132,67132,67132,67132,331.5160494,,,TRUE,TRUE
ZnunugammaaTGCZggh34p0em4h42p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh34p0em4h42p0em7Ptg6002jetsMadgraphV1,0.0007438,0.00000613,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h42p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h42p0em7Ptg6002jetsMadgraphV1.root,10892,10892,10892,10892,14643.72143,,,TRUE,TRUE
ZnunugammaaTGCZggh34p0em4h44p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh34p0em4h44p0em7Ptg130to6002jetsMadgraphV1,0.2025,0.0006465,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h44p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h44p0em7Ptg130to6002jetsMadgraphV1.root,68445,68445,68445,68445,338,,,TRUE,TRUE
ZnunugammaaTGCZggh34p0em4h44p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh34p0em4h44p0em7Ptg6002jetsMadgraphV1,0.000744,0.000006359,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h44p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h44p0em7Ptg6002jetsMadgraphV1.root,10343,10343,10343,10343,13901.88172,,,TRUE,TRUE
ZnunugammaaTGCZggh34p0em4h45p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh34p0em4h45p0em7Ptg130to6002jetsMadgraphV1,0.2016,0.0006501,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h45p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h45p0em7Ptg130to6002jetsMadgraphV1.root,66841,66841,66841,66841,331.5525794,,,TRUE,TRUE
ZnunugammaaTGCZggh34p0em4h45p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh34p0em4h45p0em7Ptg6002jetsMadgraphV1,0.0007514,0.00000608,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h45p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h45p0em7Ptg6002jetsMadgraphV1.root,11502,11502,11502,11502,15307.42614,,,TRUE,TRUE
ZnunugammaaTGCZggh34p0em4h4m2p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh34p0em4h4m2p0em7Ptg130to6002jetsMadgraphV1,0.2027,0.0006559,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h4m2p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h4m2p0em7Ptg130to6002jetsMadgraphV1.root,66570,66570,66570,66570,328.4163789,,,TRUE,TRUE
